season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3
2012-13,2013-02-27,1255009,445,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,27,22,5,1488,Maryland,1577,377,0,Substitution: James Padgett in for Charles Mitchell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,446,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,28,22,6,1422,Georgia Tech,1577,377,0,Daniel Miller makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,45,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,460,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,28,22,6,1488,Maryland,1554,354,23,Seth Allen misses a 3-point jump shot from 26 feet out.,missed,FALSE,TRUE,Jump Shot,20,30.25,698663,Seth Allen,NA,0,Maryland,Maryland,46,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,461,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,28,22,6,1422,Georgia Tech,1554,354,0,Robert Carter with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,46,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,464,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1422,Georgia Tech,1544,344,10,Marcus Georges-Hunt makes a 3-point jump shot from 25 feet out. Mfon Udofia with the assist.,made,FALSE,TRUE,Jump Shot,37,27.25,696317,Marcus Georges-Hunt,Mfon Udofia,0,Georgia Tech,Maryland,47,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,465,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1488,Maryland,1512,312,32,Pe'Shon Howard misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,41.9,23.35,553199,Pe'Shon Howard,NA,0,Maryland,Maryland,48,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,466,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1422,Georgia Tech,1512,312,0,Daniel Miller with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,48,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,467,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1422,Georgia Tech,1500,300,12,Mfon Udofia misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,37,25.549999999999997,502813,Mfon Udofia,NA,0,Georgia Tech,Georgia Tech,49,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,468,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1422,Georgia Tech,1500,300,0,Marcus Georges-Hunt with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Georgia Tech,49,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,470,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1422,Georgia Tech,1494,294,6,Pe'Shon Howard steals the ball from Marcus Georges-Hunt.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,49,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,475,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1422,Georgia Tech,1488,288,6,Personal foul committed by Marcus Georges-Hunt.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,50,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Seth Allen
2012-13,2013-02-27,1255009,476,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1488,Maryland,1488,288,0,Substitution: Jake Layman in for Seth Allen.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Dez Wells,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,477,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1488,Maryland,1488,288,0,Substitution: Logan Aronhalt in for Dez Wells.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,481.5,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1422,Georgia Tech,1488,288,0,Substitution: Jason Morris in for Marcus Georges-Hunt.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,487.25,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1488,Maryland,1485,285,3,Pe'Shon Howard misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,553199,Pe'Shon Howard,NA,0,Maryland,Maryland,50,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,490.125,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,22,9,1488,Maryland,1485,285,0,Alex Len with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,50,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,493,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1475,275,10,James Padgett makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,510845,James Padgett,NA,0,Maryland,Georgia Tech,50,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,495,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1422,Georgia Tech,1458,258,17,Chris Bolden misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,27.3,30.35,696319,Chris Bolden,NA,0,Georgia Tech,Georgia Tech,51,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,496,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1458,258,0,Pe'Shon Howard with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,51,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,498,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1450,250,8,Chris Bolden blocks a Pe'Shon Howard jump shot from 7 feet out.,missed,FALSE,FALSE,Jump Shot,26,12.25,553199,Pe'Shon Howard,NA,0,Maryland,Maryland,52,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,499,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1422,Georgia Tech,1450,250,0,Robert Carter with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,52,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,500,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1449,249,1,Personal foul committed by Alex Len.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Georgia Tech,53,NA,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,501,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1449,249,0,Substitution: Shaquille Cleare in for Alex Len.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Player leaving not previously in game,Jason Morris,Chris Bolden,Robert Carter,Daniel Miller,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,502,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1422,Georgia Tech,1449,249,0,Substitution: Julian Royal in for Daniel Miller.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Pe'Shon Howard,Jake Layman
2012-13,2013-02-27,1255009,503,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1449,249,0,Substitution: Seth Allen in for Pe'Shon Howard.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,516,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1422,Georgia Tech,1431,231,18,Julian Royal misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,39.4,24.049999999999997,602780,Julian Royal,NA,0,Georgia Tech,Georgia Tech,53,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,517,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1431,231,0,Seth Allen with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,53,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,519,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,31,24,7,1488,Maryland,1426,226,5,Julian Royal steals the ball from Seth Allen.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,54,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,534,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,24,10,1422,Georgia Tech,1416,216,10,Robert Carter makes a 3-point jump shot from 24 feet out. Mfon Udofia with the assist.,made,FALSE,TRUE,Jump Shot,31.2,27.950000000000003,696318,Robert Carter,Mfon Udofia,0,Georgia Tech,Maryland,55,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,536,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,26,8,1488,Maryland,1402,202,14,Shaquille Cleare makes a layup. Seth Allen with the assist.,made,FALSE,FALSE,Layup Shot,25,5.25,698667,Shaquille Cleare,Seth Allen,0,Maryland,Maryland,56,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,537,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,26,8,1422,Georgia Tech,1402,202,0,Shooting foul committed by Robert Carter.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,56,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,538,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,26,8,NA,NA,1402,202,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Jason Morris,Chris Bolden,Robert Carter,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,538.5,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,26,8,1422,Georgia Tech,1402,202,0,Substitution: Daniel Miller in for Robert Carter.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Logan Aronhalt,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,538.875,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,26,8,1488,Maryland,1402,202,0,Substitution: Dez Wells in for Logan Aronhalt.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,539,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,27,7,1488,Maryland,1402,202,0,Shaquille Cleare makes free throw 1 of 1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,56,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,551,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,27,7,1422,Georgia Tech,1386,186,16,Dez Wells steals the ball from Chris Bolden.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,57,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,553,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,29,5,1488,Maryland,1383,183,3,Dez Wells makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,601176,Dez Wells,NA,0,Maryland,Georgia Tech,58,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,571,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,29,5,1422,Georgia Tech,1354,154,29,Jason Morris misses a jump shot from 15 feet out.,missed,FALSE,FALSE,Jump Shot,25.9,20.650000000000006,548646,Jason Morris,NA,0,Georgia Tech,Georgia Tech,59,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,572,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,29,5,1488,Maryland,1354,154,0,Shaquille Cleare with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,59,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,575,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,29,5,1422,Georgia Tech,1349,149,5,Shooting foul committed by Daniel Miller.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,60,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,576,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,30,4,1488,Maryland,1349,149,0,James Padgett makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,60,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,577,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1488,Maryland,1349,149,0,James Padgett makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,60,NA,Jason Morris,Chris Bolden,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,578,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1422,Georgia Tech,1349,149,0,Substitution: Brandon Reed in for Chris Bolden.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Jason Morris,Brandon Reed,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,579,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1422,Georgia Tech,1349,149,0,Substitution: Marcus Georges-Hunt in for Jason Morris.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Julian Royal,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,580,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1422,Georgia Tech,1349,149,0,Substitution: Robert Carter in for Julian Royal.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,584,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1422,Georgia Tech,1335,135,14,Brandon Reed misses a dunk.,missed,FALSE,FALSE,Dunk Shot,25,5.25,520119,Brandon Reed,NA,0,Georgia Tech,Georgia Tech,61,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,585,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1488,Maryland,1335,135,0,Shaquille Cleare with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,61,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,586,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1488,Maryland,1321,121,14,Seth Allen misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,698663,Seth Allen,NA,0,Maryland,Maryland,62,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,587,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1422,Georgia Tech,1321,121,0,Robert Carter with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,62,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,591,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1422,Georgia Tech,1318,118,3,Marcus Georges-Hunt with a turnover - Lost Ball,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Maryland,63,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,603,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1488,Maryland,1296,96,22,James Padgett misses a jump shot from 6 feet out.,missed,FALSE,FALSE,Jump Shot,25.3,10.95,510845,James Padgett,NA,0,Maryland,Maryland,64,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,604,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,31,3,1488,Maryland,1296,96,0,Shaquille Cleare with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Maryland,64,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,607,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,3,34,33,1,1488,Maryland,1294,94,2,Shaquille Cleare makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,698667,Shaquille Cleare,NA,0,Maryland,Georgia Tech,64,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,610,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,34,33,1,1422,Georgia Tech,1293,93,1,Yellow Jackets take a 30-second timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,624,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,34,33,1,1422,Georgia Tech,1276,76,17,Marcus Georges-Hunt misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,4.299999999999997,17.25,696317,Marcus Georges-Hunt,NA,0,Georgia Tech,Georgia Tech,65,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,625,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,34,33,1,1422,Georgia Tech,1276,76,0,Robert Carter with an offensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Georgia Tech,Georgia Tech,65,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,626,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,36,33,3,1422,Georgia Tech,1266,66,10,Brandon Reed makes a layup. Marcus Georges-Hunt with the assist.,made,FALSE,FALSE,Layup Shot,26,6.25,520119,Brandon Reed,Marcus Georges-Hunt,0,Georgia Tech,Maryland,65,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,627,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,36,33,3,1488,Maryland,1246,46,20,Daniel Miller blocks a Shaquille Cleare jump shot from 7 feet out.,missed,FALSE,FALSE,Jump Shot,24,12.25,698667,Shaquille Cleare,NA,0,Maryland,Maryland,66,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,628,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,36,33,3,1422,Georgia Tech,1246,46,0,Brandon Reed with a defensive rebound.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Maryland,Georgia Tech,66,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,629,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,38,33,5,1422,Georgia Tech,1228,28,18,Robert Carter makes a hook shot from 9 feet out. Mfon Udofia with the assist.,made,FALSE,FALSE,Hook Shot,17,9.25,696318,Robert Carter,Mfon Udofia,0,Georgia Tech,Maryland,67,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,643,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,38,33,5,1488,Maryland,1200,0,28,Dez Wells misses a jump shot from 16 feet out.,missed,FALSE,FALSE,Jump Shot,32.7,19.65,601176,Dez Wells,NA,0,Maryland,Georgia Tech,68,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,646,0,1,Georgia Tech,Maryland,Yellow Jackets,Terrapins,3,3,38,33,5,NA,NA,1200,0,0,End of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
2012-13,2013-02-27,1255009,761,0,2,Georgia Tech,Maryland,Yellow Jackets,Terrapins,4,4,38,33,5,NA,NA,1200,1200,0,Start of the 2nd Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Georgia Tech,69,NA,Marcus Georges-Hunt,Brandon Reed,Daniel Miller,Robert Carter,Mfon Udofia,Dez Wells,Seth Allen,Jake Layman
