season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,home_6,away_1,away_2,away_3,away_4,away_5
2014-15,2014-11-20,1470400,1,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,0,0,0,1365,Cornell,NA,NA,NA,Starting Lineup - Robert Hatter,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,2,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,0,0,0,NA,NA,2400,1200,NA,Start of the 1st Half,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,Cornell,1,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,10,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,0,3,-3,1365,Cornell,2362,1162,38,Devin Cherry makes a 3-point jump shot from 24 feet out.,made,FALSE,TRUE,Jump Shot,24.4,29.45,602574,Devin Cherry,NA,0,Cornell,South Carolina,1,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,13,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,3,-1,1611,South Carolina,2340,1140,22,Demetrius Henry makes a jump shot from 17 feet out.,made,FALSE,FALSE,Jump Shot,17.299999999999997,20.150000000000006,745885,Demetrius Henry,NA,0,South Carolina,Cornell,2,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,15,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1365,Cornell,2326,1126,14,Robert Hatter makes a jump shot from 15 feet out.,made,FALSE,FALSE,Jump Shot,34.3,17.25,791589,Robert Hatter,NA,0,Cornell,South Carolina,3,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,17,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2312,1112,14,Duane Notice misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,745893,Duane Notice,NA,0,South Carolina,South Carolina,4,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,22,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,4,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,22,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,4,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,0,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,5,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,0,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,5,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,0,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,6,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,0,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,6,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,0,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,South Carolina,7,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,32,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2290,1090,0,Sindarius Thornwell misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,44.5,18.25,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,7,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,43,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2258,1058,32,Personal foul committed by Michael Carrera.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Cornell,Cornell,8,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Duane Notice,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,44,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,2,5,-3,1611,South Carolina,2258,1058,0,Substitution: Marcus Stroman in for Duane Notice.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,51,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,4,5,-1,1611,South Carolina,2234,1034,24,Sindarius Thornwell makes a hook shot from 8 feet out.,made,FALSE,FALSE,Hook Shot,26.8,12.950000000000003,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,8,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,51,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,4,5,-1,1611,South Carolina,2234,1034,0,Sindarius Thornwell makes a hook shot from 8 feet out.,made,FALSE,FALSE,Hook Shot,26.8,12.950000000000003,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,9,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,51,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,4,5,-1,1611,South Carolina,2234,1034,0,Sindarius Thornwell makes a hook shot from 8 feet out.,made,FALSE,FALSE,Hook Shot,26.8,12.950000000000003,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,10,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,51,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,4,5,-1,1611,South Carolina,2234,1034,0,Sindarius Thornwell makes a hook shot from 8 feet out.,made,FALSE,FALSE,Hook Shot,26.8,12.950000000000003,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,11,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,54,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,6,5,1,1611,South Carolina,2209,1009,25,Sindarius Thornwell makes a jump shot from 18 feet out.,made,FALSE,FALSE,Jump Shot,23.7,22.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,12,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,54,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,6,5,1,1611,South Carolina,2209,1009,0,Sindarius Thornwell makes a jump shot from 18 feet out.,made,FALSE,FALSE,Jump Shot,23.7,22.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,13,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,54,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,6,5,1,1611,South Carolina,2209,1009,0,Sindarius Thornwell makes a jump shot from 18 feet out.,made,FALSE,FALSE,Jump Shot,23.7,22.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,14,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,54,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,6,5,1,1611,South Carolina,2209,1009,0,Sindarius Thornwell makes a jump shot from 18 feet out.,made,FALSE,FALSE,Jump Shot,23.7,22.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,15,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,57,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,6,5,1,1365,Cornell,2193,993,16,Personal foul committed by Galal Cancer.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,16,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,63,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,6,7,-1,1365,Cornell,2164,964,29,Robert Hatter makes a layup.,made,FALSE,FALSE,Layup Shot,26,6.25,791589,Robert Hatter,NA,0,Cornell,South Carolina,16,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,64,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,7,2,1611,South Carolina,2151,951,13,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,12,24.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,17,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,64,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,7,2,1611,South Carolina,2151,951,0,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,12,24.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,18,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,64,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,7,2,1611,South Carolina,2151,951,0,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,12,24.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,19,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,64,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,7,2,1611,South Carolina,2151,951,0,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,12,24.049999999999997,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,20,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,65,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,9,0,1365,Cornell,2142,942,9,Devin Cherry makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,602574,Devin Cherry,NA,0,Cornell,Cornell,21,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,69,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,9,0,1611,South Carolina,2120,920,22,Shooting foul committed by Demetrius Henry.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Cornell,Cornell,21,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,70,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,9,0,NA,NA,2120,920,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,71,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,10,-1,1365,Cornell,2120,920,0,Shonn Miller makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Cornell,Cornell,21,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,72,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,11,-2,1365,Cornell,2120,920,0,Shonn Miller makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Cornell,South Carolina,21,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,77,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,11,-2,1611,South Carolina,2097,897,23,Tyrone Johnson misses a 3-point jump shot from 22 feet out.,missed,FALSE,TRUE,Jump Shot,4.799999999999997,13.950000000000003,601539,Tyrone Johnson,NA,0,South Carolina,South Carolina,22,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,79,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,11,-2,1365,Cornell,2095,895,2,Personal foul committed by Galal Cancer.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,South Carolina,South Carolina,22,NA,Tyrone Johnson,Michael Carrera,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,81,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,11,-2,1611,South Carolina,2095,895,0,Substitution: Laimonas Chatkevicius in for Michael Carrera.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tyrone Johnson,Laimonas Chatkevicius,Demetrius Henry,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,82,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,9,11,-2,1611,South Carolina,2095,895,0,Substitution: Mindaugas Kacinas in for Demetrius Henry.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Tyrone Johnson,Laimonas Chatkevicius,Mindaugas Kacinas,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,83,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,12,11,1,1611,South Carolina,2091,891,4,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,47.5,4.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,22,NA,Tyrone Johnson,Laimonas Chatkevicius,Mindaugas Kacinas,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,83,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,12,11,1,1611,South Carolina,2091,891,0,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,47.5,4.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,23,NA,Tyrone Johnson,Laimonas Chatkevicius,Mindaugas Kacinas,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,83,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,12,11,1,1611,South Carolina,2091,891,0,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,47.5,4.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,24,NA,Tyrone Johnson,Laimonas Chatkevicius,Mindaugas Kacinas,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,83,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,12,11,1,1611,South Carolina,2091,891,0,Sindarius Thornwell makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,47.5,4.849999999999994,745904,Sindarius Thornwell,NA,0,South Carolina,Cornell,25,NA,Tyrone Johnson,Laimonas Chatkevicius,Mindaugas Kacinas,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
2014-15,2014-11-20,1470400,89,1,1,South Carolina,Cornell,Gamecocks,Big Red,4,4,12,11,1,1611,South Carolina,2071,871,20,Personal foul committed by Sindarius Thornwell.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Cornell,Cornell,26,NA,Tyrone Johnson,Laimonas Chatkevicius,Mindaugas Kacinas,Marcus Stroman,Sindarius Thornwell,Shamiek Sheppard,Galal Cancer,Devin Cherry,Dave LaMore,Shonn Miller,Robert Hatter
