season,date,game_id,play_id,neutral,half,home,away,home_name,away_name,home_timeouts,away_timeouts,home_score,away_score,score_diff,team_id,event_team,game_secs_remaining,half_secs_remaining,play_length,desc,shot_outcome,free_throw,three_pt,shot_desc,loc_x,loc_y,shooter_id,shooter,assist,substitution,poss_before,poss_after,poss_number,sub_error,home_1,home_2,home_3,home_4,home_5,away_1,away_2,away_3,away_4,away_5,away_6,away_7,away_8
2014-15,2014-11-14,1472887,565,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,NA,NA,1653,453,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,35,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,80,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,35,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,80,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,0,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,81,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,0,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,81,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,0,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,82,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,0,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,82,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,0,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Ohio Valley,83,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,577,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1831,Ohio Valley,1618,418,0,Darryl Walker misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,15.7,27.65,851029,Darryl Walker,NA,0,Ohio Valley,Middle Tennessee,83,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,585,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1500,Middle Tennessee,1608,408,10,DJ Jones misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,28.3,28.75,846766,DJ Jones,NA,0,Middle Tennessee,Ohio Valley,84,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,590,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,19,10,1500,Middle Tennessee,1604,404,4,Personal foul committed by Reggie Upshaw.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,85,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,591,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,20,9,1831,Ohio Valley,1604,404,0,David Sinickas makes free throw 1st of 1-and-1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,85,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,592,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,21,8,1831,Ohio Valley,1604,404,0,David Sinickas makes free throw 2nd of 1-and-1.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Middle Tennessee,85,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,601,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,21,8,1500,Middle Tennessee,1588,388,16,Perrin Buford misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,47.2,10.950000000000003,846767,Perrin Buford,NA,0,Middle Tennessee,Middle Tennessee,86,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,630,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,21,8,1831,Ohio Valley,1568,368,20,Personal foul committed by Darryl Walker.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,86,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,630,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,29,21,8,1831,Ohio Valley,1568,368,0,Personal foul committed by Darryl Walker.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,86,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,631,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,30,21,9,1500,Middle Tennessee,1568,368,0,Perrin Buford makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,86,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,632,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,30,21,9,1500,Middle Tennessee,1568,368,0,Perrin Buford misses free throw 2 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,86,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,640,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,30,21,9,1831,Ohio Valley,1559,359,9,Jerry Macon misses a 3-point jump shot from 25 feet out.,missed,FALSE,TRUE,Jump Shot,31.9,28.95,504636,Jerry Macon,NA,0,Ohio Valley,Middle Tennessee,87,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,649,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,30,21,9,1831,Ohio Valley,1551,351,8,Personal foul committed by Jerry Macon.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,88,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,650,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,30,21,9,1500,Middle Tennessee,1551,351,0,Perrin Buford misses free throw 1 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,88,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,651,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1500,Middle Tennessee,1551,351,0,Perrin Buford makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,88,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,689,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1500,Middle Tennessee,1522,322,29,JaQuel Richmond misses a 3-point jump shot from 23 feet out.,missed,FALSE,TRUE,Jump Shot,33.9,26.950000000000003,846774,JaQuel Richmond,NA,0,Middle Tennessee,Ohio Valley,89,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,702,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1831,Ohio Valley,1493,293,29,Christopher Hall misses a jump shot from 14 feet out.,missed,FALSE,FALSE,Jump Shot,34.6,15.65,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,90,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,702,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1831,Ohio Valley,1493,293,0,Christopher Hall misses a jump shot from 14 feet out.,missed,FALSE,FALSE,Jump Shot,34.6,15.65,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,90,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,702,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1831,Ohio Valley,1493,293,0,Christopher Hall misses a jump shot from 14 feet out.,missed,FALSE,FALSE,Jump Shot,34.6,15.65,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,90,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,702,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1831,Ohio Valley,1493,293,0,Christopher Hall misses a jump shot from 14 feet out.,missed,FALSE,FALSE,Jump Shot,34.6,15.65,851022,Christopher Hall,NA,0,Ohio Valley,Ohio Valley,90,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,711,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1831,Ohio Valley,1491,291,2,Greg Strausser misses a layup.,missed,FALSE,FALSE,Layup Shot,26,6.25,801689,Greg Strausser,NA,0,Ohio Valley,Middle Tennessee,90,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,732,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1500,Middle Tennessee,1469,269,22,JaQuel Richmond misses a jump shot from 14 feet out.,missed,FALSE,FALSE,Jump Shot,38,10.950000000000003,846774,JaQuel Richmond,NA,0,Middle Tennessee,Ohio Valley,91,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,735,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,21,10,1500,Middle Tennessee,1467,267,2,Personal foul committed by Darnell Harris.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,92,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,736,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,22,9,1831,Ohio Valley,1467,267,0,Greg Strausser makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,92,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,737,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,23,8,1831,Ohio Valley,1467,267,0,Greg Strausser makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Middle Tennessee,92,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,767,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,23,8,1831,Ohio Valley,1433,233,34,Robert Smelser misses a jump shot from 15 feet out.,missed,FALSE,FALSE,Jump Shot,39.5,8.55,801695,Robert Smelser,NA,0,Ohio Valley,Middle Tennessee,93,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,777,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,23,8,1831,Ohio Valley,1424,224,9,Personal foul committed by David Sinickas.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,94,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,778,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,31,23,8,NA,NA,1424,224,0,Official TV timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,779,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,32,23,9,1500,Middle Tennessee,1424,224,0,Perrin Buford makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,94,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,780,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,32,23,9,1500,Middle Tennessee,1424,224,0,Perrin Buford misses free throw 2 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,94,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,796,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,32,23,9,1500,Middle Tennessee,1411,211,13,Personal foul committed by Reggie Upshaw.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,95,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,797,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,32,24,8,1831,Ohio Valley,1411,211,0,Robert Smelser makes free throw 1 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Ohio Valley,95,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,798,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,32,25,7,1831,Ohio Valley,1411,211,0,Robert Smelser makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Ohio Valley,Middle Tennessee,95,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,809,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,34,25,9,1500,Middle Tennessee,1405,205,6,Jacquez Rozier makes a layup.,made,FALSE,FALSE,Layup Shot,25,5.25,605106,Jacquez Rozier,NA,0,Middle Tennessee,Ohio Valley,96,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,815,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,2,4,34,28,6,1831,Ohio Valley,1397,197,8,David Sinickas makes a 3-point jump shot from 23 feet out.,made,FALSE,TRUE,Jump Shot,12.8,24.85,801681,David Sinickas,NA,0,Ohio Valley,Middle Tennessee,97,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,820,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,1,4,34,28,6,1500,Middle Tennessee,1390,190,7,Blue Raiders take a 30-second timeout.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,836,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,1,4,34,28,6,1831,Ohio Valley,1375,175,15,Personal foul committed by David Sinickas.,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,98,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,837,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,1,4,34,28,6,1500,Middle Tennessee,1375,175,0,Marcus Tarrance misses free throw 1 of 2.,missed,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Middle Tennessee,98,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,838,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,1,4,35,28,7,1500,Middle Tennessee,1375,175,0,Marcus Tarrance makes free throw 2 of 2.,made,TRUE,FALSE,NA,NA,NA,NA,NA,NA,0,Middle Tennessee,Ohio Valley,98,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,854,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,1,4,35,30,5,1831,Ohio Valley,1359,159,16,Osvaldas Gaizauskas makes a jump shot from 15 feet out.,made,FALSE,FALSE,Jump Shot,39,9.45,801685,Osvaldas Gaizauskas,NA,0,Ohio Valley,Middle Tennessee,99,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,862,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,1,4,35,30,5,1500,Middle Tennessee,1346,146,13,Marcus Tarrance misses a 3-point jump shot from 24 feet out.,missed,FALSE,TRUE,Jump Shot,42.4,21.450000000000003,789534,Marcus Tarrance,NA,0,Middle Tennessee,Middle Tennessee,100,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
2014-15,2014-11-14,1472887,868,0,1,Middle Tennessee,Ohio Valley,Blue Raiders,Fighting Scots,1,4,35,30,5,1500,Middle Tennessee,1341,141,5,Jacquez Rozier misses a jump shot from 11 feet out.,missed,FALSE,FALSE,Jump Shot,35.6,7.349999999999994,605106,Jacquez Rozier,NA,0,Middle Tennessee,Middle Tennessee,100,NA,Jaqawn Raymond,Joshua Phillips,Marcus Tarrance,Reggie Upshaw Jr.,Giddy Potts,Jerry Macon,Shane Highman,Chris Hall,Avery Williams,Jaever Johnson,Avery Williams,Kyle Mitchell,Avery Williams
